peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
0.0,1.0,0.0,1378.0,21.0,5.0,2173.0,1.0,0.0,10.0,21.0,796.0,2.6,20.0,17.0,16.0,4.5,0.0,314.0,199.0
1.0,0.0,1.0,1586.0,17.0,3.0,2729.0,0.0,1.0,5.0,15.0,871.0,2.6,10.0,9.0,59.0,3.0,0.0,1245.0,120.0
1.0,0.0,0.0,1418.0,4.0,3.0,3980.0,0.0,0.0,18.0,19.0,860.0,2.1,5.0,3.0,52.0,4.2,1.0,530.0,86.0
1.0,0.0,1.0,1768.0,2.0,6.0,1275.0,0.0,1.0,2.0,21.0,1144.0,2.5,8.0,2.0,8.0,3.1,0.0,741.0,200.0
1.0,1.0,0.0,1225.0,5.0,6.0,2241.0,1.0,1.0,11.0,15.0,1728.0,2.6,15.0,4.0,53.0,2.9,0.0,381.0,195.0
1.0,1.0,1.0,980.0,22.0,6.0,1344.0,0.0,0.0,13.0,18.0,728.0,2.8,6.0,2.0,42.0,4.2,1.0,325.0,96.0
1.0,0.0,1.0,1380.0,17.0,6.0,3966.0,0.0,0.0,10.0,15.0,866.0,2.7,14.0,12.0,26.0,4.5,1.0,1364.0,150.0
1.0,1.0,1.0,976.0,10.0,6.0,3706.0,1.0,0.0,18.0,19.0,519.0,2.8,13.0,5.0,35.0,3.4,0.0,662.0,185.0
1.0,1.0,1.0,1050.0,7.0,6.0,709.0,1.0,1.0,4.0,21.0,1723.0,2.5,7.0,6.0,35.0,2.5,1.0,873.0,130.0
0.0,0.0,0.0,1645.0,11.0,5.0,1246.0,1.0,1.0,12.0,16.0,911.0,2.1,18.0,9.0,49.0,2.7,1.0,412.0,148.0
1.0,1.0,1.0,1816.0,11.0,4.0,3919.0,0.0,1.0,13.0,15.0,1189.0,2.4,10.0,2.0,48.0,4.2,0.0,1175.0,147.0
1.0,0.0,1.0,1450.0,15.0,10.0,1214.0,0.0,0.0,10.0,14.0,632.0,2.5,14.0,11.0,16.0,4.0,0.0,68.0,182.0
1.0,1.0,0.0,503.0,8.0,7.0,3916.0,0.0,0.0,5.0,12.0,1350.0,2.4,10.0,2.0,45.0,3.3,0.0,206.0,118.0
1.0,0.0,1.0,1900.0,6.0,6.0,1038.0,0.0,1.0,6.0,19.0,656.0,2.7,15.0,2.0,54.0,3.3,0.0,1717.0,198.0
0.0,1.0,0.0,1585.0,18.0,7.0,2895.0,1.0,0.0,7.0,10.0,1322.0,2.2,11.0,9.0,50.0,2.5,0.0,105.0,170.0
0.0,1.0,0.0,948.0,3.0,4.0,2988.0,1.0,0.0,3.0,9.0,895.0,2.6,8.0,2.0,57.0,4.5,1.0,419.0,185.0
1.0,0.0,1.0,1829.0,18.0,7.0,3264.0,0.0,0.0,17.0,18.0,1156.0,2.8,18.0,8.0,37.0,4.0,0.0,1005.0,161.0
0.0,0.0,0.0,1852.0,18.0,5.0,1177.0,1.0,0.0,11.0,14.0,1450.0,3.0,8.0,15.0,28.0,3.4,1.0,1794.0,158.0
1.0,0.0,1.0,1364.0,12.0,6.0,2562.0,1.0,1.0,5.0,9.0,1946.0,2.8,10.0,2.0,33.0,3.8,0.0,1113.0,89.0
0.0,1.0,0.0,1676.0,9.0,7.0,3510.0,0.0,0.0,10.0,15.0,783.0,2.4,7.0,4.0,40.0,3.1,0.0,306.0,200.0
1.0,0.0,0.0,1301.0,19.0,9.0,2454.0,0.0,1.0,19.0,21.0,637.0,3.0,10.0,11.0,18.0,2.5,0.0,601.0,112.0
1.0,1.0,1.0,934.0,19.0,3.0,1792.0,0.0,0.0,14.0,21.0,1441.0,2.8,17.0,14.0,22.0,2.9,0.0,628.0,149.0
0.0,0.0,0.0,814.0,18.0,3.0,778.0,1.0,0.0,8.0,9.0,1491.0,2.6,10.0,10.0,34.0,4.4,0.0,174.0,202.0
1.0,1.0,0.0,1704.0,10.0,9.0,2442.0,0.0,0.0,7.0,11.0,1521.0,2.7,12.0,4.0,32.0,4.9,1.0,1124.0,114.0
1.0,1.0,1.0,1499.0,15.0,5.0,1667.0,1.0,0.0,11.0,19.0,1991.0,2.8,14.0,2.0,43.0,4.5,1.0,1102.0,96.0
1.0,0.0,0.0,1497.0,14.0,4.0,810.0,0.0,1.0,9.0,13.0,916.0,2.8,7.0,4.0,6.0,2.9,1.0,193.0,102.0
1.0,0.0,1.0,1232.0,17.0,9.0,3074.0,1.0,1.0,5.0,9.0,1838.0,2.2,7.0,2.0,32.0,4.1,1.0,278.0,186.0
1.0,1.0,1.0,623.0,13.0,7.0,1706.0,1.0,0.0,7.0,8.0,833.0,2.7,22.0,9.0,28.0,3.7,1.0,513.0,179.0
0.0,0.0,0.0,1797.0,10.0,7.0,1617.0,1.0,1.0,8.0,13.0,974.0,2.4,15.0,7.0,15.0,2.5,1.0,1394.0,195.0
1.0,0.0,0.0,927.0,3.0,10.0,333.0,0.0,1.0,10.0,13.0,744.0,2.7,9.0,2.0,23.0,4.3,0.0,877.0,106.0
0.0,0.0,0.0,891.0,11.0,10.0,1177.0,1.0,1.0,2.0,18.0,1312.0,2.9,10.0,8.0,59.0,4.3,0.0,451.0,137.0
1.0,0.0,0.0,1341.0,20.0,8.0,1088.0,1.0,0.0,16.0,20.0,1622.0,2.9,15.0,8.0,7.0,4.6,0.0,436.0,188.0
1.0,1.0,1.0,1163.0,14.0,10.0,3971.0,1.0,0.0,10.0,14.0,790.0,2.9,8.0,6.0,59.0,4.5,1.0,44.0,93.0
1.0,0.0,1.0,1866.0,16.0,10.0,1899.0,0.0,1.0,4.0,8.0,1760.0,2.6,17.0,13.0,15.0,2.5,0.0,764.0,192.0
1.0,0.0,1.0,523.0,9.0,8.0,795.0,0.0,1.0,5.0,9.0,1705.0,2.2,19.0,7.0,25.0,2.5,1.0,136.0,94.0
1.0,0.0,0.0,1633.0,21.0,6.0,3967.0,1.0,1.0,3.0,18.0,961.0,3.0,8.0,17.0,22.0,4.6,0.0,563.0,86.0
1.0,1.0,0.0,638.0,8.0,5.0,2112.0,0.0,0.0,11.0,20.0,883.0,2.5,8.0,3.0,66.0,3.0,1.0,117.0,162.0
0.0,0.0,0.0,1949.0,9.0,3.0,2530.0,1.0,0.0,10.0,13.0,669.0,2.8,10.0,5.0,10.0,4.6,1.0,1017.0,187.0
1.0,1.0,1.0,1002.0,19.0,8.0,2447.0,0.0,0.0,3.0,8.0,769.0,2.2,8.0,18.0,21.0,3.9,1.0,273.0,187.0
0.0,0.0,0.0,1919.0,7.0,9.0,3665.0,1.0,1.0,12.0,16.0,572.0,2.3,16.0,4.0,11.0,2.5,0.0,1333.0,113.0
1.0,0.0,1.0,1700.0,11.0,8.0,1689.0,0.0,0.0,2.0,13.0,1268.0,2.1,20.0,2.0,7.0,2.5,0.0,1367.0,97.0
1.0,0.0,0.0,744.0,6.0,7.0,2025.0,0.0,1.0,15.0,19.0,1915.0,2.6,10.0,2.0,31.0,3.8,1.0,677.0,113.0
1.0,0.0,1.0,510.0,14.0,10.0,2994.0,0.0,0.0,5.0,17.0,1700.0,2.8,19.0,12.0,9.0,4.8,1.0,28.0,133.0
1.0,1.0,1.0,1007.0,20.0,10.0,3828.0,0.0,1.0,11.0,16.0,1522.0,2.5,15.0,7.0,35.0,4.2,1.0,153.0,179.0
0.0,1.0,0.0,1809.0,15.0,3.0,3805.0,1.0,1.0,5.0,9.0,1064.0,2.9,18.0,8.0,12.0,4.5,0.0,1598.0,162.0
1.0,0.0,1.0,1859.0,8.0,5.0,1166.0,1.0,1.0,14.0,17.0,716.0,2.1,21.0,7.0,13.0,4.1,1.0,1752.0,199.0
1.0,0.0,1.0,1237.0,2.0,3.0,713.0,1.0,0.0,7.0,11.0,905.0,2.4,12.0,2.0,52.0,3.0,1.0,1232.0,93.0
1.0,1.0,0.0,1540.0,4.0,8.0,3649.0,0.0,0.0,13.0,20.0,807.0,2.6,11.0,3.0,36.0,2.8,0.0,1264.0,90.0
1.0,0.0,1.0,658.0,16.0,4.0,2303.0,0.0,0.0,11.0,17.0,607.0,2.9,10.0,11.0,20.0,3.5,0.0,331.0,164.0
0.0,0.0,0.0,1420.0,11.0,4.0,1220.0,0.0,1.0,12.0,17.0,1876.0,2.8,19.0,3.0,21.0,2.6,1.0,1240.0,194.0
1.0,0.0,1.0,713.0,6.0,10.0,456.0,1.0,1.0,10.0,13.0,1996.0,2.6,8.0,4.0,9.0,2.8,1.0,669.0,90.0
1.0,0.0,0.0,1411.0,22.0,9.0,2622.0,1.0,0.0,7.0,9.0,1091.0,2.1,15.0,12.0,4.0,3.4,0.0,213.0,155.0
0.0,0.0,0.0,1649.0,8.0,7.0,3056.0,0.0,0.0,12.0,16.0,1490.0,2.8,21.0,3.0,41.0,2.5,0.0,1530.0,114.0
1.0,0.0,1.0,677.0,16.0,7.0,959.0,0.0,0.0,7.0,8.0,843.0,2.3,13.0,8.0,13.0,2.5,1.0,127.0,83.0
1.0,1.0,0.0,806.0,4.0,10.0,2874.0,0.0,1.0,4.0,9.0,1974.0,2.5,13.0,2.0,50.0,3.6,0.0,292.0,94.0
1.0,1.0,1.0,1077.0,4.0,9.0,3939.0,0.0,1.0,3.0,10.0,1757.0,2.1,9.0,2.0,26.0,3.3,0.0,288.0,136.0
0.0,1.0,0.0,1310.0,8.0,3.0,3793.0,1.0,1.0,12.0,13.0,1315.0,2.4,8.0,6.0,11.0,3.8,1.0,418.0,107.0
0.0,0.0,0.0,1875.0,15.0,10.0,753.0,1.0,1.0,5.0,9.0,892.0,2.5,5.0,6.0,46.0,4.2,0.0,1076.0,200.0
0.0,0.0,0.0,1147.0,9.0,9.0,2943.0,1.0,1.0,14.0,15.0,1370.0,2.1,19.0,6.0,11.0,3.6,1.0,845.0,117.0
1.0,0.0,1.0,1953.0,14.0,4.0,1649.0,1.0,0.0,4.0,14.0,800.0,2.5,5.0,8.0,23.0,2.6,0.0,663.0,112.0
1.0,0.0,1.0,1244.0,20.0,9.0,1973.0,1.0,1.0,9.0,20.0,1979.0,3.0,16.0,9.0,56.0,4.0,1.0,1228.0,173.0
1.0,1.0,0.0,1311.0,13.0,4.0,2003.0,0.0,0.0,12.0,13.0,714.0,2.5,14.0,8.0,29.0,2.5,1.0,1247.0,88.0
1.0,1.0,1.0,1726.0,21.0,4.0,2075.0,1.0,0.0,3.0,9.0,893.0,2.3,12.0,11.0,27.0,2.5,0.0,377.0,198.0
1.0,1.0,1.0,570.0,18.0,6.0,2702.0,0.0,1.0,9.0,15.0,1813.0,2.6,10.0,6.0,7.0,4.5,1.0,449.0,100.0
0.0,0.0,0.0,629.0,17.0,4.0,3595.0,1.0,1.0,11.0,16.0,800.0,2.8,5.0,9.0,4.0,2.5,1.0,499.0,150.0
1.0,1.0,1.0,723.0,2.0,6.0,1124.0,0.0,1.0,11.0,14.0,916.0,2.7,4.0,2.0,28.0,2.5,1.0,708.0,149.0
0.0,1.0,0.0,739.0,18.0,7.0,3250.0,1.0,0.0,5.0,15.0,1264.0,2.1,6.0,14.0,36.0,3.8,1.0,225.0,151.0
1.0,0.0,1.0,1965.0,4.0,6.0,2702.0,1.0,0.0,5.0,11.0,746.0,2.5,21.0,2.0,35.0,3.7,0.0,1254.0,107.0
1.0,1.0,1.0,1307.0,19.0,6.0,2859.0,0.0,0.0,16.0,19.0,1539.0,2.8,4.0,13.0,48.0,4.9,1.0,688.0,160.0
0.0,0.0,0.0,1966.0,5.0,9.0,3747.0,1.0,0.0,3.0,19.0,690.0,2.8,6.0,2.0,59.0,4.5,1.0,428.0,133.0
1.0,1.0,1.0,1987.0,10.0,9.0,3157.0,0.0,1.0,12.0,13.0,1025.0,2.7,9.0,4.0,65.0,2.7,1.0,369.0,155.0
1.0,1.0,0.0,992.0,6.0,6.0,801.0,1.0,1.0,5.0,9.0,1551.0,2.7,11.0,2.0,64.0,3.8,0.0,169.0,93.0
0.0,0.0,0.0,1965.0,6.0,5.0,1404.0,0.0,0.0,12.0,16.0,1124.0,2.6,5.0,2.0,30.0,4.8,1.0,1580.0,186.0
0.0,0.0,0.0,917.0,18.0,3.0,3565.0,0.0,0.0,12.0,19.0,1885.0,2.1,5.0,11.0,26.0,3.6,0.0,205.0,89.0
1.0,1.0,1.0,992.0,14.0,6.0,2736.0,0.0,1.0,3.0,12.0,757.0,2.3,18.0,7.0,53.0,4.8,0.0,317.0,188.0
1.0,1.0,1.0,1380.0,20.0,7.0,2585.0,1.0,0.0,4.0,17.0,837.0,2.8,15.0,4.0,44.0,2.8,1.0,398.0,130.0
0.0,0.0,0.0,1608.0,8.0,8.0,2869.0,0.0,1.0,6.0,7.0,1415.0,2.2,17.0,4.0,12.0,3.7,1.0,316.0,202.0
1.0,0.0,1.0,1377.0,5.0,8.0,2600.0,1.0,1.0,4.0,19.0,1717.0,2.1,5.0,3.0,20.0,2.5,0.0,676.0,98.0
0.0,0.0,0.0,831.0,2.0,6.0,2321.0,1.0,1.0,6.0,7.0,809.0,2.2,6.0,2.0,39.0,2.5,0.0,247.0,129.0
0.0,1.0,0.0,1534.0,11.0,6.0,589.0,1.0,0.0,5.0,8.0,944.0,2.5,15.0,10.0,29.0,3.4,1.0,756.0,93.0
1.0,1.0,0.0,1113.0,12.0,3.0,1297.0,1.0,0.0,17.0,20.0,1004.0,2.1,19.0,9.0,29.0,4.6,0.0,117.0,148.0
1.0,1.0,0.0,524.0,2.0,5.0,2637.0,1.0,1.0,18.0,19.0,1483.0,2.5,6.0,2.0,37.0,4.0,0.0,251.0,107.0
1.0,0.0,1.0,514.0,20.0,6.0,3413.0,1.0,1.0,18.0,19.0,1316.0,3.0,20.0,15.0,7.0,4.8,0.0,84.0,89.0
0.0,0.0,0.0,672.0,22.0,9.0,1611.0,1.0,0.0,13.0,18.0,527.0,2.8,5.0,13.0,37.0,4.4,0.0,84.0,192.0
1.0,1.0,1.0,732.0,9.0,7.0,1277.0,1.0,1.0,9.0,15.0,854.0,2.4,14.0,8.0,56.0,3.6,0.0,540.0,149.0
1.0,0.0,1.0,835.0,14.0,7.0,864.0,0.0,0.0,2.0,9.0,1002.0,3.0,22.0,3.0,60.0,4.7,0.0,463.0,137.0
1.0,0.0,1.0,1624.0,2.0,5.0,467.0,0.0,1.0,10.0,14.0,586.0,2.3,6.0,2.0,21.0,3.8,1.0,1125.0,170.0
1.0,0.0,1.0,1465.0,18.0,3.0,1593.0,0.0,0.0,11.0,13.0,836.0,2.2,22.0,4.0,29.0,2.5,1.0,1423.0,125.0
1.0,1.0,1.0,1829.0,2.0,10.0,1621.0,0.0,0.0,3.0,9.0,1041.0,2.8,12.0,2.0,14.0,3.3,1.0,1430.0,202.0
1.0,1.0,1.0,1387.0,5.0,7.0,880.0,0.0,1.0,7.0,18.0,1560.0,2.1,19.0,4.0,34.0,4.5,1.0,324.0,116.0
1.0,0.0,0.0,1356.0,12.0,7.0,730.0,1.0,1.0,7.0,15.0,534.0,2.1,10.0,5.0,10.0,2.8,1.0,1215.0,195.0
1.0,0.0,1.0,1161.0,15.0,9.0,2255.0,1.0,0.0,6.0,19.0,854.0,2.7,9.0,6.0,64.0,3.0,1.0,295.0,106.0
1.0,1.0,0.0,1723.0,18.0,9.0,874.0,0.0,0.0,7.0,9.0,1329.0,2.5,6.0,12.0,25.0,4.8,1.0,443.0,91.0
1.0,0.0,1.0,911.0,4.0,8.0,3426.0,0.0,1.0,4.0,21.0,919.0,2.5,15.0,3.0,33.0,2.5,1.0,425.0,90.0
1.0,0.0,0.0,1788.0,11.0,8.0,2771.0,0.0,1.0,10.0,18.0,617.0,2.8,13.0,2.0,12.0,4.5,0.0,1218.0,133.0
1.0,1.0,1.0,1982.0,13.0,5.0,3570.0,1.0,1.0,4.0,8.0,1792.0,2.5,20.0,5.0,51.0,4.3,0.0,398.0,102.0
1.0,1.0,0.0,625.0,14.0,8.0,2369.0,1.0,1.0,9.0,13.0,1351.0,2.9,12.0,5.0,48.0,4.1,0.0,214.0,136.0
1.0,0.0,1.0,1635.0,8.0,8.0,1152.0,0.0,1.0,4.0,9.0,1281.0,2.5,9.0,7.0,9.0,4.5,0.0,562.0,107.0
1.0,1.0,1.0,774.0,5.0,4.0,1949.0,1.0,0.0,15.0,17.0,1377.0,2.1,17.0,4.0,37.0,2.5,1.0,229.0,196.0
1.0,1.0,1.0,1724.0,5.0,7.0,1195.0,1.0,0.0,15.0,18.0,1067.0,2.1,22.0,2.0,23.0,4.8,0.0,762.0,160.0
1.0,0.0,1.0,1233.0,9.0,6.0,1461.0,1.0,1.0,5.0,17.0,1682.0,2.7,4.0,8.0,39.0,3.2,1.0,681.0,170.0
1.0,1.0,1.0,1510.0,2.0,4.0,1855.0,0.0,0.0,16.0,19.0,709.0,2.1,14.0,2.0,18.0,2.5,1.0,1029.0,196.0
1.0,1.0,1.0,1659.0,16.0,6.0,564.0,1.0,0.0,16.0,19.0,550.0,2.4,10.0,2.0,58.0,3.0,1.0,659.0,148.0
1.0,1.0,0.0,1611.0,5.0,8.0,1960.0,0.0,1.0,8.0,11.0,1265.0,2.4,6.0,2.0,7.0,4.0,1.0,956.0,148.0
1.0,1.0,0.0,1699.0,8.0,9.0,2392.0,1.0,0.0,13.0,14.0,788.0,2.5,7.0,2.0,35.0,4.2,0.0,509.0,143.0
1.0,0.0,1.0,893.0,12.0,6.0,2035.0,0.0,1.0,11.0,18.0,1059.0,2.1,4.0,5.0,43.0,4.7,1.0,399.0,99.0
1.0,1.0,1.0,1437.0,5.0,8.0,1305.0,1.0,0.0,18.0,19.0,893.0,2.1,6.0,3.0,20.0,3.9,1.0,42.0,155.0
1.0,0.0,1.0,886.0,19.0,10.0,300.0,0.0,1.0,4.0,10.0,1870.0,2.9,19.0,4.0,42.0,2.5,1.0,578.0,181.0
1.0,0.0,1.0,1990.0,12.0,9.0,1635.0,1.0,0.0,6.0,20.0,1472.0,2.4,6.0,6.0,35.0,4.2,0.0,1792.0,140.0
0.0,0.0,0.0,968.0,13.0,4.0,3603.0,0.0,0.0,6.0,16.0,1544.0,2.8,18.0,3.0,45.0,4.3,0.0,348.0,184.0
0.0,1.0,0.0,729.0,9.0,3.0,3858.0,1.0,1.0,6.0,20.0,1371.0,2.5,20.0,8.0,36.0,3.8,1.0,555.0,164.0
0.0,1.0,0.0,1110.0,14.0,3.0,658.0,0.0,1.0,12.0,16.0,1802.0,2.3,20.0,7.0,55.0,5.0,0.0,193.0,89.0
1.0,0.0,1.0,824.0,3.0,10.0,1096.0,1.0,1.0,7.0,12.0,821.0,2.2,17.0,2.0,13.0,4.5,0.0,440.0,85.0
0.0,1.0,0.0,1397.0,8.0,3.0,2152.0,0.0,1.0,7.0,11.0,835.0,2.9,9.0,6.0,29.0,4.2,1.0,361.0,126.0
1.0,1.0,1.0,1554.0,22.0,6.0,3450.0,1.0,1.0,15.0,19.0,1201.0,2.2,12.0,17.0,18.0,4.5,0.0,1170.0,118.0
1.0,1.0,1.0,1663.0,11.0,9.0,2873.0,0.0,1.0,3.0,14.0,1902.0,2.2,15.0,3.0,20.0,4.3,1.0,1057.0,91.0
1.0,0.0,0.0,1277.0,4.0,10.0,2345.0,0.0,1.0,14.0,19.0,967.0,2.9,17.0,3.0,15.0,3.4,0.0,647.0,199.0
1.0,0.0,0.0,1186.0,12.0,5.0,1764.0,1.0,0.0,5.0,7.0,1233.0,2.8,8.0,7.0,56.0,3.2,1.0,634.0,187.0
1.0,1.0,1.0,940.0,21.0,5.0,2421.0,0.0,0.0,9.0,10.0,708.0,2.1,6.0,15.0,33.0,2.5,0.0,545.0,110.0
1.0,1.0,0.0,791.0,19.0,5.0,3906.0,0.0,1.0,3.0,7.0,1578.0,2.7,9.0,10.0,7.0,4.2,1.0,260.0,141.0
1.0,0.0,1.0,653.0,13.0,7.0,1746.0,0.0,1.0,5.0,8.0,1485.0,2.7,12.0,5.0,55.0,4.2,0.0,293.0,171.0
1.0,1.0,0.0,1205.0,15.0,7.0,2748.0,1.0,0.0,7.0,11.0,670.0,2.1,10.0,2.0,5.0,2.5,1.0,668.0,157.0
1.0,0.0,0.0,1789.0,14.0,6.0,2650.0,0.0,0.0,2.0,14.0,735.0,2.4,21.0,9.0,18.0,2.8,1.0,204.0,140.0
1.0,1.0,1.0,1091.0,16.0,9.0,1673.0,1.0,1.0,3.0,8.0,1938.0,2.2,11.0,15.0,36.0,3.9,0.0,593.0,184.0
1.0,0.0,1.0,1201.0,3.0,7.0,3928.0,1.0,0.0,14.0,18.0,536.0,3.0,22.0,2.0,18.0,2.5,0.0,395.0,191.0
0.0,1.0,0.0,808.0,12.0,8.0,3766.0,0.0,1.0,9.0,12.0,556.0,2.1,6.0,2.0,14.0,3.3,1.0,87.0,107.0
1.0,0.0,1.0,1744.0,22.0,9.0,1231.0,1.0,1.0,5.0,7.0,1110.0,2.3,6.0,16.0,4.0,3.3,1.0,210.0,171.0
1.0,0.0,0.0,1429.0,22.0,5.0,3626.0,1.0,0.0,13.0,14.0,1458.0,2.2,18.0,7.0,51.0,3.6,1.0,1287.0,195.0
1.0,0.0,1.0,1428.0,11.0,3.0,298.0,0.0,1.0,5.0,7.0,1619.0,2.8,9.0,10.0,38.0,4.4,0.0,745.0,87.0
1.0,0.0,1.0,503.0,11.0,3.0,3786.0,1.0,1.0,6.0,15.0,1277.0,2.2,6.0,5.0,7.0,2.5,1.0,21.0,154.0
0.0,1.0,0.0,895.0,7.0,10.0,2802.0,0.0,0.0,8.0,13.0,578.0,2.8,18.0,3.0,32.0,3.2,1.0,849.0,164.0
1.0,1.0,0.0,1487.0,12.0,7.0,1848.0,0.0,1.0,7.0,14.0,959.0,2.8,9.0,6.0,9.0,4.5,0.0,1203.0,109.0
0.0,1.0,0.0,1657.0,2.0,9.0,3408.0,1.0,0.0,3.0,7.0,1360.0,2.6,13.0,2.0,22.0,4.5,0.0,1487.0,137.0
1.0,1.0,0.0,1007.0,9.0,3.0,2267.0,1.0,1.0,5.0,7.0,1683.0,2.3,22.0,8.0,20.0,4.5,1.0,852.0,169.0
1.0,1.0,0.0,1967.0,5.0,6.0,2034.0,1.0,1.0,12.0,13.0,1967.0,2.2,18.0,2.0,41.0,4.6,1.0,917.0,189.0
1.0,1.0,1.0,1354.0,17.0,9.0,2221.0,0.0,0.0,8.0,17.0,1099.0,2.1,14.0,12.0,23.0,2.8,0.0,1279.0,162.0
1.0,1.0,1.0,889.0,17.0,4.0,2917.0,0.0,1.0,3.0,19.0,949.0,2.1,8.0,3.0,53.0,2.5,1.0,195.0,146.0
1.0,0.0,1.0,1596.0,15.0,3.0,3274.0,0.0,0.0,2.0,20.0,1590.0,2.8,19.0,2.0,63.0,2.5,1.0,1066.0,161.0
1.0,0.0,0.0,1906.0,15.0,9.0,1960.0,0.0,1.0,7.0,9.0,1195.0,3.0,4.0,9.0,22.0,4.3,0.0,1444.0,160.0
0.0,1.0,0.0,1473.0,12.0,4.0,931.0,1.0,0.0,8.0,15.0,774.0,2.1,20.0,9.0,8.0,4.6,1.0,743.0,102.0
1.0,0.0,0.0,1385.0,19.0,6.0,2737.0,1.0,0.0,4.0,9.0,640.0,2.5,11.0,13.0,29.0,3.7,1.0,1173.0,104.0
1.0,1.0,0.0,1346.0,16.0,10.0,759.0,0.0,1.0,4.0,14.0,1102.0,2.1,18.0,14.0,17.0,3.6,1.0,921.0,114.0
1.0,1.0,0.0,1092.0,11.0,3.0,3261.0,1.0,1.0,3.0,12.0,1472.0,2.1,16.0,8.0,47.0,3.7,0.0,779.0,123.0
1.0,1.0,1.0,1431.0,3.0,10.0,2245.0,1.0,0.0,9.0,13.0,767.0,2.3,6.0,2.0,49.0,2.5,0.0,1279.0,117.0
0.0,1.0,0.0,1326.0,11.0,3.0,3433.0,0.0,0.0,8.0,17.0,810.0,2.8,15.0,5.0,47.0,4.3,1.0,528.0,163.0
1.0,1.0,1.0,1829.0,13.0,6.0,2653.0,1.0,1.0,10.0,16.0,603.0,2.8,11.0,5.0,8.0,3.7,0.0,820.0,171.0
1.0,0.0,1.0,648.0,3.0,10.0,3398.0,0.0,1.0,5.0,7.0,601.0,2.3,9.0,2.0,66.0,4.9,0.0,105.0,188.0
0.0,1.0,0.0,1718.0,3.0,7.0,3301.0,0.0,1.0,6.0,15.0,1272.0,2.5,18.0,2.0,60.0,4.3,0.0,1514.0,106.0
0.0,0.0,0.0,1498.0,9.0,8.0,547.0,1.0,0.0,20.0,21.0,906.0,2.6,18.0,6.0,21.0,4.7,0.0,1096.0,149.0
1.0,1.0,0.0,1385.0,18.0,5.0,3674.0,1.0,0.0,4.0,17.0,1571.0,2.9,17.0,10.0,61.0,2.8,0.0,1263.0,113.0
1.0,1.0,1.0,1403.0,9.0,7.0,821.0,1.0,0.0,2.0,10.0,518.0,2.4,12.0,2.0,41.0,3.1,1.0,857.0,93.0
1.0,0.0,1.0,1319.0,6.0,3.0,3523.0,1.0,1.0,13.0,17.0,1548.0,2.2,11.0,5.0,8.0,2.5,0.0,93.0,103.0
1.0,0.0,0.0,1516.0,9.0,7.0,2000.0,0.0,1.0,9.0,14.0,1551.0,2.4,17.0,6.0,10.0,2.5,1.0,723.0,160.0
1.0,0.0,0.0,866.0,19.0,5.0,2396.0,0.0,1.0,13.0,21.0,1195.0,2.4,16.0,12.0,58.0,5.0,1.0,676.0,198.0
1.0,1.0,1.0,1834.0,7.0,6.0,2394.0,0.0,0.0,6.0,12.0,1892.0,2.5,17.0,6.0,50.0,3.1,0.0,1440.0,129.0
1.0,0.0,1.0,1595.0,3.0,5.0,264.0,0.0,0.0,6.0,16.0,1517.0,2.9,22.0,2.0,58.0,4.6,1.0,1440.0,186.0
1.0,1.0,1.0,1479.0,8.0,4.0,261.0,1.0,0.0,8.0,14.0,699.0,2.4,6.0,7.0,22.0,4.7,1.0,480.0,175.0
1.0,0.0,1.0,1337.0,13.0,3.0,776.0,0.0,0.0,6.0,17.0,1897.0,2.7,8.0,4.0,7.0,2.5,1.0,727.0,136.0
1.0,1.0,0.0,724.0,15.0,7.0,1372.0,1.0,0.0,5.0,18.0,1795.0,2.4,21.0,13.0,29.0,2.7,0.0,588.0,156.0
1.0,1.0,0.0,1644.0,9.0,10.0,2449.0,0.0,0.0,4.0,18.0,1187.0,2.4,5.0,2.0,33.0,3.9,1.0,839.0,154.0
1.0,0.0,1.0,1086.0,8.0,9.0,3594.0,1.0,0.0,8.0,9.0,1654.0,3.0,8.0,6.0,42.0,2.6,0.0,354.0,200.0
1.0,0.0,1.0,971.0,5.0,10.0,3398.0,1.0,1.0,4.0,16.0,877.0,2.6,20.0,3.0,45.0,3.4,0.0,904.0,106.0
1.0,0.0,1.0,1907.0,21.0,10.0,1800.0,0.0,1.0,9.0,18.0,1005.0,2.6,12.0,18.0,18.0,4.9,0.0,192.0,121.0
1.0,1.0,1.0,1329.0,16.0,3.0,434.0,1.0,1.0,3.0,8.0,1132.0,2.7,12.0,3.0,31.0,2.5,1.0,595.0,132.0
1.0,1.0,1.0,1665.0,8.0,9.0,871.0,0.0,0.0,15.0,21.0,1440.0,2.6,11.0,2.0,34.0,4.2,1.0,685.0,178.0
0.0,1.0,0.0,1951.0,17.0,9.0,447.0,0.0,1.0,16.0,17.0,1273.0,2.1,16.0,14.0,34.0,2.5,0.0,1352.0,115.0
1.0,1.0,1.0,1424.0,17.0,10.0,469.0,0.0,0.0,13.0,19.0,711.0,2.1,7.0,13.0,15.0,3.9,1.0,572.0,83.0
